PlateThickness,InitialTemperature,HeatInput,ElectrodeVelocity,X,Y,Z,Delta Time
0.003,180,900,0.0035,0.025,0.015,0.0015,0.0
0.003,180,900,0.0035,0.025,0.015,0.003,0.0
0.003,180,900,0.0035,0.025,0.02,0.0,0.0
0.003,180,900,0.0035,0.025,0.02,0.0015,0.0
0.003,180,900,0.0035,0.025,0.02,0.003,0.0
0.003,180,900,0.0035,0.025,0.025,0.0,3.56
0.003,180,900,0.0035,0.025,0.025,0.0015,3.46
0.003,180,900,0.0035,0.025,0.025,0.003,3.46
0.003,180,900,0.0035,0.025,0.04,0.0,0.0
0.003,180,900,0.0035,0.025,0.04,0.0015,0.0
0.003,180,900,0.0035,0.025,0.04,0.003,0.0
0.003,180,900,0.0035,0.05,0.0,0.0,0.0
0.003,180,900,0.0035,0.05,0.0,0.0015,0.0
0.003,180,900,0.0035,0.05,0.0,0.003,0.0
0.003,180,900,0.0035,0.05,0.015,0.0,0.0
0.003,180,900,0.0035,0.05,0.02,0.0,0.0
0.003,180,900,0.0035,0.05,0.025,0.0,0.0
0.003,180,900,0.0035,0.05,0.04,0.0,0.0
0.003,180,900,0.004,0.0,0.0,0.0,0.0
0.003,180,900,0.004,0.0,0.015,0.0,0.0
0.003,180,900,0.004,0.0,0.02,0.0,0.0
0.003,180,900,0.004,0.0,0.02,0.0015,0.0
0.003,180,900,0.004,0.0,0.02,0.003,0.0
0.003,180,900,0.004,0.0,0.025,0.0,0.0
0.003,180,900,0.004,0.0,0.025,0.0015,0.0
0.003,180,900,0.004,0.0,0.025,0.003,0.0
0.003,180,900,0.004,0.0,0.04,0.0,0.0
0.003,180,900,0.004,0.0,0.04,0.0015,0.0
0.003,180,900,0.004,0.0,0.04,0.003,0.0
0.003,180,900,0.004,0.025,0.0,0.0,0.0
0.003,180,900,0.004,0.025,0.0,0.0015,0.0
0.003,180,900,0.004,0.025,0.0,0.003,0.0
0.003,180,900,0.004,0.025,0.015,0.0,0.0
0.003,180,900,0.004,0.025,0.015,0.0015,0.0
0.003,180,900,0.004,0.025,0.015,0.003,0.0
0.003,180,900,0.004,0.025,0.02,0.0,0.0
0.003,180,900,0.004,0.025,0.02,0.0015,0.0
0.003,180,900,0.004,0.025,0.02,0.003,0.0
0.003,180,900,0.004,0.025,0.025,0.0,0.0
0.003,180,900,0.004,0.025,0.025,0.0015,0.0
0.003,180,900,0.004,0.025,0.025,0.003,0.0
0.003,180,900,0.004,0.025,0.04,0.0,2.0
0.003,180,900,0.004,0.025,0.04,0.0015,1.86
0.003,180,900,0.004,0.025,0.04,0.003,1.86
0.003,180,900,0.004,0.05,0.0,0.0,0.0
0.003,180,900,0.004,0.05,0.0,0.0015,0.0
0.003,180,900,0.004,0.05,0.0,0.003,0.0
0.003,180,900,0.004,0.05,0.015,0.0,0.0
0.003,180,900,0.004,0.05,0.015,0.0015,0.0
0.003,180,900,0.004,0.05,0.015,0.003,0.0
0.003,180,900,0.004,0.05,0.02,0.0,0.0
0.003,180,900,0.004,0.05,0.025,0.0,0.0
0.003,180,900,0.004,0.05,0.04,0.0,0.0
0.003,180,1000,0.003,0.0,0.0,0.0,0.0
0.003,180,1000,0.003,0.0,0.015,0.0,0.0
0.003,180,1000,0.003,0.0,0.02,0.0,0.0
0.003,180,1000,0.003,0.0,0.02,0.0015,0.0
0.003,180,1000,0.003,0.0,0.02,0.003,0.0
0.003,180,1000,0.003,0.0,0.025,0.0,0.0
0.003,180,1000,0.003,0.0,0.025,0.0015,0.0
0.003,180,1000,0.003,0.0,0.025,0.003,0.0
0.003,180,1000,0.003,0.0,0.04,0.0,1.96
0.003,180,1000,0.003,0.0,0.04,0.0015,1.68
0.003,180,1000,0.003,0.0,0.04,0.003,1.68
0.003,180,1000,0.003,0.025,0.0,0.0,0.0
0.003,180,1000,0.003,0.025,0.0,0.0015,0.0
0.003,180,1000,0.003,0.025,0.0,0.003,0.0
0.003,180,1000,0.003,0.025,0.015,0.0,0.0
0.003,180,1000,0.003,0.025,0.015,0.0015,0.0
0.003,180,1000,0.003,0.025,0.015,0.003,0.0
0.003,180,1000,0.003,0.025,0.02,0.0,0.0
0.003,180,1000,0.003,0.025,0.02,0.0015,0.0
0.003,180,1000,0.003,0.025,0.02,0.003,0.0
0.003,180,1000,0.003,0.025,0.025,0.0,0.0
0.003,180,1000,0.003,0.025,0.025,0.0015,0.0
0.003,180,1000,0.003,0.025,0.025,0.003,0.0
0.003,180,1000,0.003,0.025,0.04,0.0,5.68
0.003,180,1000,0.003,0.025,0.04,0.0015,5.6
0.003,180,1000,0.003,0.025,0.04,0.003,5.6
0.003,180,1000,0.003,0.05,0.0,0.0,0.0
0.003,180,1000,0.003,0.05,0.0,0.0015,0.0
0.003,180,1000,0.003,0.05,0.0,0.003,0.0
0.003,180,1000,0.003,0.05,0.015,0.0,0.0
0.003,180,1000,0.003,0.05,0.015,0.0015,0.0
0.003,180,1000,0.003,0.05,0.015,0.003,0.0
0.003,180,1000,0.003,0.05,0.02,0.0,0.0
0.003,180,1000,0.003,0.05,0.025,0.0,0.0
0.003,180,1000,0.003,0.05,0.04,0.0,1.84
0.003,180,1000,0.0035,0.0,0.0,0.0,0.0
0.003,180,1000,0.0035,0.0,0.015,0.0,0.0
0.003,180,1000,0.0035,0.0,0.015,0.0015,0.0
0.003,180,1000,0.0035,0.0,0.015,0.003,0.0
0.003,180,1000,0.0035,0.0,0.02,0.0,0.0
0.003,180,1000,0.0035,0.0,0.02,0.0015,0.0
0.003,180,1000,0.0035,0.0,0.02,0.003,0.0
0.003,180,1000,0.0035,0.0,0.025,0.0,0.0
0.003,180,1000,0.0035,0.0,0.025,0.0015,0.0
0.003,180,1000,0.0035,0.0,0.025,0.003,0.0
0.003,180,1000,0.0035,0.0,0.04,0.0,0.0
0.003,180,1000,0.0035,0.0,0.04,0.0015,0.0
0.003,180,1000,0.0035,0.0,0.04,0.003,0.0
0.003,180,1000,0.0035,0.025,0.0,0.0,0.0
0.003,180,1000,0.0035,0.025,0.0,0.0015,0.0
0.003,180,1000,0.0035,0.025,0.0,0.003,0.0
0.003,180,1000,0.0035,0.025,0.015,0.0,0.0
0.003,180,1000,0.0035,0.025,0.015,0.0015,0.0
0.003,180,1000,0.0035,0.025,0.015,0.003,0.0
0.003,180,1000,0.0035,0.025,0.02,0.0,0.0
0.003,180,1000,0.0035,0.025,0.02,0.0015,0.0
0.003,180,1000,0.0035,0.025,0.02,0.003,0.0
0.003,180,1000,0.0035,0.025,0.025,0.0,4.18
0.003,180,1000,0.0035,0.025,0.025,0.0015,4.1
0.003,180,1000,0.0035,0.025,0.025,0.003,4.1
0.003,180,1000,0.0035,0.025,0.04,0.0,0.0
0.003,180,1000,0.0035,0.025,0.04,0.0015,0.0
0.003,180,1000,0.0035,0.025,0.04,0.003,0.0
0.003,180,1000,0.0035,0.05,0.0,0.0,0.0
0.003,180,1000,0.0035,0.05,0.0,0.0015,0.0
0.003,180,1000,0.0035,0.05,0.0,0.003,0.0
0.003,180,1000,0.0035,0.05,0.015,0.0,0.0
0.003,180,1000,0.0035,0.05,0.02,0.0,0.0
0.003,180,1000,0.0035,0.05,0.025,0.0,0.0
0.003,180,1000,0.0035,0.05,0.04,0.0,0.0
0.003,180,1000,0.004,0.0,0.0,0.0,0.0
0.003,180,1000,0.004,0.0,0.015,0.0,0.0
0.003,180,1000,0.004,0.0,0.015,0.0015,0.0
0.003,180,1000,0.004,0.0,0.015,0.003,0.0
0.003,180,1000,0.004,0.0,0.02,0.0,0.0
0.003,180,1000,0.004,0.0,0.02,0.0015,0.0
0.003,180,1000,0.004,0.0,0.02,0.003,0.0
0.003,180,1000,0.004,0.0,0.025,0.0,0.0
0.003,180,1000,0.004,0.0,0.025,0.0015,0.0
0.003,180,1000,0.004,0.0,0.025,0.003,0.0
0.003,180,1000,0.004,0.0,0.04,0.0,0.0
0.003,180,1000,0.004,0.0,0.04,0.0015,0.0
0.003,180,1000,0.004,0.0,0.04,0.003,0.0
0.003,180,1000,0.004,0.025,0.0,0.0,0.0
0.003,180,1000,0.004,0.025,0.0,0.0015,0.0
0.003,180,1000,0.004,0.025,0.0,0.003,0.0
0.003,180,1000,0.004,0.025,0.015,0.0,0.0
0.003,180,1000,0.004,0.025,0.015,0.0015,0.0
0.003,180,1000,0.004,0.025,0.015,0.003,0.0
0.003,180,1000,0.004,0.025,0.02,0.0,0.0
0.003,180,1000,0.004,0.025,0.02,0.0015,0.0
0.003,180,1000,0.004,0.025,0.02,0.003,0.0
0.003,180,1000,0.004,0.025,0.025,0.0,2.56
0.003,180,1000,0.004,0.025,0.025,0.0015,2.46
0.003,180,1000,0.004,0.025,0.025,0.003,2.46
0.003,180,1000,0.004,0.025,0.04,0.0,0.0
0.003,180,1000,0.004,0.025,0.04,0.0015,0.0
0.003,180,1000,0.004,0.025,0.04,0.003,0.0
0.003,180,1000,0.004,0.05,0.0,0.0,0.0
0.003,180,1000,0.004,0.05,0.0,0.0015,0.0
0.003,180,1000,0.004,0.05,0.0,0.003,0.0
0.003,180,1000,0.004,0.05,0.015,0.0,0.0
0.003,180,1000,0.004,0.05,0.02,0.0,0.0
0.003,180,1000,0.004,0.05,0.025,0.0,0.0
0.003,180,1000,0.004,0.05,0.04,0.0,0.0
0.003,180,1200,0.003,0.0,0.0,0.0,0.0
0.003,180,1200,0.003,0.0,0.015,0.0,0.0
0.003,180,1200,0.003,0.0,0.015,0.0015,0.0
0.003,180,1200,0.003,0.0,0.015,0.003,0.0
0.003,180,1200,0.003,0.0,0.02,0.0,0.0
0.003,180,1200,0.003,0.0,0.02,0.0015,0.0
0.003,180,1200,0.003,0.0,0.02,0.003,0.0
0.003,180,1200,0.003,0.0,0.025,0.0,3.7
0.003,180,1200,0.003,0.0,0.025,0.0015,3.56
0.003,180,1200,0.003,0.0,0.025,0.003,3.56
0.003,180,1200,0.003,0.0,0.04,0.0,0.0
0.003,180,1200,0.003,0.0,0.04,0.0015,0.0
0.003,180,1200,0.003,0.0,0.04,0.003,0.0
0.003,180,1200,0.003,0.025,0.0,0.0,0.0
0.003,180,1200,0.003,0.025,0.0,0.0015,0.0
0.003,180,1200,0.003,0.025,0.0,0.003,0.0
0.003,180,1200,0.003,0.025,0.015,0.0,0.0
0.003,180,1200,0.003,0.025,0.015,0.0015,0.0
0.003,180,1200,0.003,0.025,0.015,0.003,0.0
0.003,180,1200,0.003,0.025,0.02,0.0,0.0
0.003,180,1200,0.003,0.025,0.02,0.0015,0.0
0.003,180,1200,0.003,0.025,0.02,0.003,0.0
0.003,180,1200,0.003,0.025,0.025,0.0,6.34
0.003,180,1200,0.003,0.025,0.025,0.0015,6.28
0.003,180,1200,0.003,0.025,0.025,0.003,6.28
0.003,180,1200,0.003,0.025,0.04,0.0,0.0
0.003,180,1200,0.003,0.025,0.04,0.0015,0.0
0.003,180,1200,0.003,0.025,0.04,0.003,0.0
0.003,180,1200,0.003,0.05,0.0,0.0,0.0
0.003,180,1200,0.003,0.05,0.0,0.0015,0.0
0.003,180,1200,0.003,0.05,0.0,0.003,0.0
0.003,180,1200,0.003,0.05,0.015,0.0,0.0
0.003,180,1200,0.003,0.05,0.02,0.0,0.0
0.003,180,1200,0.003,0.05,0.025,0.0,3.64
0.003,180,1200,0.003,0.05,0.04,0.0,0.0
0.003,180,1200,0.0035,0.0,0.0,0.0,0.0
0.003,180,1200,0.0035,0.0,0.015,0.0,0.0
0.003,180,1200,0.0035,0.0,0.015,0.0015,0.0
0.003,180,1200,0.0035,0.0,0.015,0.003,0.0
0.003,180,1200,0.0035,0.0,0.02,0.0,0.0
0.003,180,1200,0.0035,0.0,0.02,0.0015,0.0
0.003,180,1200,0.0035,0.0,0.02,0.003,0.0
0.003,180,1200,0.0035,0.0,0.025,0.0,1.04
0.003,180,1200,0.0035,0.0,0.025,0.0015,0.52
0.003,180,1200,0.0035,0.0,0.025,0.003,0.52
0.003,180,1200,0.0035,0.0,0.04,0.0,0.0
0.003,180,1200,0.0035,0.0,0.04,0.0015,0.0
0.003,180,1200,0.0035,0.0,0.04,0.003,0.0
0.003,180,1200,0.0035,0.025,0.0,0.0,0.0
0.003,180,1200,0.0035,0.025,0.0,0.0015,0.0
0.003,180,1200,0.0035,0.025,0.0,0.003,0.0
0.003,180,1200,0.0035,0.025,0.015,0.0,0.0
0.003,180,1200,0.0035,0.025,0.015,0.0015,0.0
0.003,180,1200,0.0035,0.025,0.015,0.003,0.0
0.003,180,1200,0.0035,0.025,0.02,0.0,0.0
0.003,180,1200,0.0035,0.025,0.02,0.0015,0.0
0.003,180,1200,0.0035,0.025,0.02,0.003,0.0
0.003,180,1200,0.0035,0.025,0.025,0.0,4.86
0.003,180,1200,0.0035,0.025,0.025,0.0015,4.8
0.003,180,1200,0.0035,0.025,0.025,0.003,4.8
0.003,180,1200,0.0035,0.025,0.04,0.0,0.0
0.003,180,1200,0.0035,0.025,0.04,0.0015,0.0
0.003,180,1200,0.0035,0.025,0.04,0.003,0.0
0.003,180,1200,0.0035,0.05,0.0,0.0,0.0
0.003,180,1200,0.0035,0.05,0.0,0.0015,0.0
0.003,180,1200,0.0035,0.05,0.0,0.003,0.0
0.003,180,1200,0.0035,0.05,0.015,0.0,0.0
0.003,180,1200,0.0035,0.05,0.02,0.0,0.0
0.003,180,1200,0.0035,0.05,0.025,0.0,0.86
0.003,180,1200,0.0035,0.05,0.04,0.0,0.0
0.003,180,1200,0.004,0.0,0.0,0.0,0.0
0.003,180,1200,0.004,0.0,0.015,0.0,0.0
0.003,180,1200,0.004,0.0,0.015,0.0015,0.0
0.003,180,1200,0.004,0.0,0.015,0.003,0.0
0.003,180,1200,0.004,0.0,0.02,0.0,0.0
0.003,180,1200,0.004,0.0,0.02,0.0015,0.0
0.003,180,1200,0.004,0.0,0.02,0.003,0.0
0.003,180,1200,0.004,0.0,0.025,0.0,0.0
0.003,180,1200,0.004,0.0,0.025,0.0015,0.0
0.003,180,1200,0.004,0.0,0.025,0.003,0.0
0.003,180,1200,0.004,0.0,0.04,0.0,0.0
0.003,180,1200,0.004,0.0,0.04,0.0015,0.0
0.003,180,1200,0.004,0.0,0.04,0.003,0.0
0.003,180,1200,0.004,0.025,0.0,0.0,0.0
0.003,180,1200,0.004,0.025,0.0,0.0015,0.0
0.003,180,1200,0.004,0.025,0.0,0.003,0.0
0.003,180,1200,0.004,0.025,0.015,0.0,0.0
0.003,180,1200,0.004,0.025,0.015,0.0015,0.0
0.003,180,1200,0.004,0.025,0.015,0.003,0.0
0.003,180,1200,0.004,0.025,0.02,0.0,3.6
0.003,180,1200,0.004,0.025,0.02,0.0015,3.52
0.003,180,1200,0.004,0.025,0.02,0.003,3.52
0.003,180,1200,0.004,0.025,0.025,0.0,0.0
0.003,180,1200,0.004,0.025,0.025,0.0015,0.0
0.003,180,1200,0.004,0.025,0.025,0.003,0.0
0.003,180,1200,0.004,0.025,0.04,0.0,0.0
0.003,180,1200,0.004,0.025,0.04,0.0015,0.0
0.003,180,1200,0.004,0.025,0.04,0.003,0.0
0.003,180,1200,0.004,0.05,0.0,0.0,0.0
0.003,180,1200,0.004,0.05,0.015,0.0,0.0
0.003,180,1200,0.004,0.05,0.02,0.0,0.0
0.003,180,1200,0.004,0.05,0.025,0.0,0.0
0.003,180,1200,0.004,0.05,0.04,0.0,0.0
0.003,200,900,0.003,0.0,0.0,0.0,0.0
0.003,200,900,0.003,0.0,0.0,0.0015,0.0
0.003,200,900,0.003,0.0,0.0,0.003,0.0
0.003,200,900,0.003,0.0,0.015,0.0,0.0
0.003,200,900,0.003,0.0,0.015,0.0015,0.0
0.003,200,900,0.003,0.0,0.015,0.003,0.0
0.003,200,900,0.003,0.0,0.02,0.0,1.0
0.003,200,900,0.003,0.0,0.02,0.0015,0.28
0.003,200,900,0.003,0.0,0.02,0.003,0.28
0.003,200,900,0.003,0.0,0.025,0.0,0.0
0.003,200,900,0.003,0.0,0.025,0.0015,0.0
0.003,200,900,0.003,0.0,0.025,0.003,0.0
0.003,200,900,0.003,0.0,0.04,0.0,0.0
0.003,200,900,0.003,0.0,0.04,0.0015,0.0
0.003,200,900,0.003,0.0,0.04,0.003,0.0
0.003,200,900,0.003,0.025,0.0,0.0,0.0
0.003,200,900,0.003,0.025,0.0,0.0015,0.0
0.003,200,900,0.003,0.025,0.0,0.003,0.0
0.003,200,900,0.003,0.025,0.015,0.0,0.0
0.003,200,900,0.003,0.025,0.015,0.0015,0.0
0.003,200,900,0.003,0.025,0.015,0.003,0.0
0.003,200,900,0.003,0.025,0.02,0.0,5.18
0.003,200,900,0.003,0.025,0.02,0.0015,5.1
0.003,200,900,0.003,0.025,0.02,0.003,5.1
0.003,200,900,0.003,0.025,0.025,0.0,0.0
0.003,200,900,0.003,0.025,0.025,0.0015,0.0
0.003,200,900,0.003,0.025,0.025,0.003,0.0
0.003,200,900,0.003,0.025,0.04,0.0,0.0
0.003,200,900,0.003,0.025,0.04,0.0015,0.0
0.003,200,900,0.003,0.025,0.04,0.003,0.0
0.003,200,900,0.003,0.05,0.0,0.0,0.0
0.003,200,900,0.003,0.05,0.015,0.0,0.0
0.003,200,900,0.003,0.05,0.02,0.0,0.76
0.003,200,900,0.003,0.05,0.025,0.0,0.0
0.003,200,900,0.003,0.05,0.04,0.0,0.0
0.003,200,900,0.0035,0.0,0.0,0.0,0.0
0.003,200,900,0.0035,0.0,0.0,0.0015,0.0
0.003,200,900,0.0035,0.0,0.0,0.003,0.0
0.003,200,900,0.0035,0.0,0.015,0.0,0.0
0.003,200,900,0.0035,0.0,0.015,0.0015,0.0
0.003,200,900,0.0035,0.0,0.015,0.003,0.0
0.003,200,900,0.0035,0.0,0.02,0.0,0.0
0.003,200,900,0.0035,0.0,0.02,0.0015,0.0
0.003,200,900,0.0035,0.0,0.02,0.003,0.0
0.003,200,900,0.0035,0.0,0.025,0.0,0.0
0.003,200,900,0.0035,0.0,0.025,0.0015,0.0
0.003,200,900,0.0035,0.0,0.025,0.003,0.0
0.003,200,900,0.0035,0.0,0.04,0.0,0.0
0.003,200,900,0.0035,0.0,0.04,0.0015,0.0
0.003,200,900,0.0035,0.0,0.04,0.003,0.0
0.003,200,900,0.0035,0.025,0.0,0.0,0.0
0.003,200,900,0.0035,0.025,0.0,0.0015,0.0
0.003,200,900,0.0035,0.025,0.0,0.003,0.0
0.003,200,900,0.0035,0.025,0.015,0.0,0.0
0.003,200,900,0.0035,0.025,0.015,0.0015,0.0
0.003,200,900,0.0035,0.025,0.015,0.003,0.0
0.003,200,900,0.0035,0.025,0.02,0.0,3.4
0.003,200,900,0.0035,0.025,0.02,0.0015,3.3
0.003,200,900,0.0035,0.025,0.02,0.003,3.3
0.003,200,900,0.0035,0.025,0.025,0.0,0.0
0.003,200,900,0.0035,0.025,0.025,0.0015,0.0
0.003,200,900,0.0035,0.025,0.025,0.003,0.0
0.003,200,900,0.0035,0.025,0.04,0.0,0.0
0.003,200,900,0.0035,0.025,0.04,0.0015,0.0
0.003,200,900,0.0035,0.025,0.04,0.003,0.0
0.003,200,900,0.0035,0.05,0.0,0.0,0.0
0.003,200,900,0.0035,0.05,0.015,0.0,0.0
0.003,200,900,0.0035,0.05,0.02,0.0,0.0
0.003,200,900,0.0035,0.05,0.025,0.0,0.0
0.003,200,900,0.0035,0.05,0.04,0.0,0.0
0.003,200,900,0.004,0.0,0.0,0.0,0.0
0.003,200,900,0.004,0.0,0.0,0.0015,0.0
0.003,200,900,0.004,0.0,0.0,0.003,0.0
0.003,200,900,0.004,0.0,0.015,0.0,0.0
0.003,200,900,0.004,0.0,0.015,0.0015,0.0
0.003,200,900,0.004,0.0,0.015,0.003,0.0
0.003,200,900,0.004,0.0,0.02,0.0,0.0
0.003,200,900,0.004,0.0,0.02,0.0015,0.0
0.003,200,900,0.004,0.0,0.02,0.003,0.0
0.003,200,900,0.004,0.0,0.025,0.0,0.0
0.003,200,900,0.004,0.0,0.025,0.0015,0.0
0.003,200,900,0.004,0.0,0.025,0.003,0.0
0.003,200,900,0.004,0.0,0.04,0.0,0.0
0.003,200,900,0.004,0.0,0.04,0.0015,0.0
0.003,200,900,0.004,0.0,0.04,0.003,0.0
0.003,200,900,0.004,0.025,0.0,0.0,0.0
0.003,200,900,0.004,0.025,0.0,0.0015,0.0
0.003,200,900,0.004,0.025,0.0,0.003,0.0
0.003,200,900,0.004,0.025,0.015,0.0,0.0
0.003,200,900,0.004,0.025,0.015,0.0015,0.0
0.003,200,900,0.004,0.025,0.015,0.003,0.0
0.003,200,900,0.004,0.025,0.02,0.0,1.86
0.003,200,900,0.004,0.025,0.02,0.0015,1.72
0.003,200,900,0.004,0.025,0.02,0.003,1.72
0.003,200,900,0.004,0.025,0.025,0.0,0.0
0.003,200,900,0.004,0.025,0.025,0.0015,0.0
0.003,200,900,0.004,0.025,0.025,0.003,0.0
0.003,200,900,0.004,0.025,0.04,0.0,0.0
0.003,200,900,0.004,0.025,0.04,0.0015,0.0
0.003,200,900,0.004,0.025,0.04,0.003,0.0
0.003,200,900,0.004,0.05,0.0,0.0,0.0
0.003,200,900,0.004,0.05,0.015,0.0,0.0
0.003,200,900,0.004,0.05,0.02,0.0,0.0
0.003,200,900,0.004,0.05,0.025,0.0,0.0
0.003,200,900,0.004,0.05,0.04,0.0,0.0
0.003,200,1000,0.003,0.0,0.0,0.0,0.0
0.003,200,1000,0.003,0.0,0.015,0.0,0.0
0.003,200,1000,0.003,0.0,0.015,0.0015,0.0
0.003,200,1000,0.003,0.0,0.015,0.003,0.0
0.003,200,1000,0.003,0.0,0.02,0.0,0.0
0.003,200,1000,0.003,0.0,0.02,0.0015,0.0
0.003,200,1000,0.003,0.0,0.02,0.003,0.0
0.003,200,1000,0.003,0.0,0.025,0.0,2.14
0.003,200,1000,0.003,0.0,0.025,0.0015,1.9
0.003,200,1000,0.003,0.0,0.025,0.003,1.9
0.003,200,1000,0.003,0.0,0.04,0.0,0.0
0.003,200,1000,0.003,0.0,0.04,0.0015,0.0
0.003,200,1000,0.003,0.0,0.04,0.003,0.0
0.003,200,1000,0.003,0.025,0.0,0.0,0.0
0.003,200,1000,0.003,0.025,0.0,0.0015,0.0
0.003,200,1000,0.003,0.025,0.0,0.003,0.0
0.003,200,1000,0.003,0.025,0.015,0.0,0.0
0.003,200,1000,0.003,0.025,0.015,0.0015,0.0
0.003,200,1000,0.003,0.025,0.015,0.003,0.0
0.003,200,1000,0.003,0.025,0.02,0.0,0.0
0.003,200,1000,0.003,0.025,0.02,0.0015,0.0
0.003,200,1000,0.003,0.025,0.02,0.003,0.0
0.003,200,1000,0.003,0.025,0.025,0.0,5.54
0.003,200,1000,0.003,0.025,0.025,0.0015,5.46
0.003,200,1000,0.003,0.025,0.025,0.003,5.46
0.003,200,1000,0.003,0.025,0.04,0.0,0.0
0.003,200,1000,0.003,0.025,0.04,0.0015,0.0
0.003,200,1000,0.003,0.025,0.04,0.003,0.0
0.003,200,1000,0.003,0.05,0.0,0.0,0.0
0.003,200,1000,0.003,0.05,0.0,0.0015,0.0
0.003,200,1000,0.003,0.05,0.0,0.003,0.0
0.003,200,1000,0.003,0.05,0.015,0.0,0.0
0.003,200,1000,0.003,0.05,0.02,0.0,0.0
0.003,200,1000,0.003,0.05,0.025,0.0,0.0
0.003,200,1000,0.003,0.05,0.04,0.0,0.0
0.003,200,1000,0.0035,0.0,0.0,0.0,2.08
0.003,200,1000,0.0035,0.0,0.015,0.0,0.0
0.003,200,1000,0.0035,0.0,0.02,0.0,0.0
0.003,200,1000,0.0035,0.0,0.025,0.0,0.0
0.003,200,1000,0.0035,0.0,0.025,0.0015,0.0
0.003,200,1000,0.0035,0.0,0.025,0.003,0.0
0.003,200,1000,0.0035,0.0,0.04,0.0,0.0
0.003,200,1000,0.0035,0.0,0.04,0.0015,0.0
0.003,200,1000,0.0035,0.0,0.04,0.003,0.0
0.003,200,1000,0.0035,0.025,0.0,0.0,0.0
0.003,200,1000,0.0035,0.025,0.0,0.0015,0.0
0.003,200,1000,0.0035,0.025,0.0,0.003,0.0
0.003,200,1000,0.0035,0.025,0.015,0.0,0.0
0.003,200,1000,0.0035,0.025,0.015,0.0015,0.0
0.003,200,1000,0.0035,0.025,0.015,0.003,0.0
0.003,200,1000,0.0035,0.025,0.02,0.0,0.0
0.003,200,1000,0.0035,0.025,0.02,0.0015,0.0
0.003,200,1000,0.0035,0.025,0.02,0.003,0.0
0.003,200,1000,0.0035,0.025,0.025,0.0,0.0
0.003,200,1000,0.0035,0.025,0.025,0.0015,0.0
0.003,200,1000,0.0035,0.025,0.025,0.003,0.0
