PlateThickness,InitialTemperature,HeatInput,ElectrodeVelocity,X,Y,Z,Delta Time
0.003,180,1200,0.003,0.025,0.015,0.003,0.0
0.005,240,1000,0.0035,0.0,0.015,0.005,0.0
0.003,200,900,0.004,0.0,0.025,0.003,0.0
0.005,180,1000,0.004,0.0,0.015,0.005,0.0
0.004,240,1200,0.003,0.0,0.025,0.002,2.76
0.003,180,1200,0.0035,0.05,0.0,0.0015,0.0
0.005,180,900,0.003,0.05,0.02,0.0025,8.88
0.003,240,1000,0.004,0.0,0.0,0.0,0.0
0.003,180,1200,0.0035,0.0,0.025,0.0,11.8
0.005,200,1000,0.004,0.05,0.02,0.0,0.0
0.004,240,900,0.004,0.025,0.015,0.002,0.0
0.004,200,1200,0.0035,0.025,0.04,0.004,0.0
0.005,180,900,0.0035,0.0,0.02,0.0025,0.0
0.003,240,1200,0.0035,0.0,0.025,0.0015,13.74
0.003,180,900,0.003,0.025,0.025,0.0,19.24
0.005,240,1000,0.004,0.025,0.015,0.0,0.0
0.003,180,1000,0.003,0.0,0.02,0.0,0.0
0.004,200,1000,0.004,0.0,0.02,0.0,3.46
0.004,240,900,0.0035,0.0,0.015,0.004,0.0
0.003,200,1000,0.004,0.025,0.0,0.003,0.68
0.005,180,1000,0.0035,0.0,0.015,0.005,0.0
0.005,180,1000,0.004,0.05,0.04,0.0025,0.0
0.005,240,900,0.0035,0.025,0.015,0.0,1.9
0.005,180,1200,0.003,0.05,0.0,0.0025,0.0
0.003,200,1200,0.003,0.0,0.02,0.003,2.66
0.004,240,1000,0.0035,0.0,0.04,0.004,0.0
0.003,240,1000,0.004,0.05,0.015,0.0,0.0
0.005,200,900,0.004,0.0,0.015,0.0025,0.0
0.004,180,1000,0.003,0.025,0.025,0.002,0.0
0.003,200,1000,0.003,0.0,0.025,0.0,14.32
0.003,240,900,0.004,0.0,0.04,0.003,0.0
0.004,200,900,0.004,0.0,0.02,0.002,0.0
0.003,240,900,0.004,0.05,0.0,0.0,0.0
0.004,200,900,0.004,0.0,0.04,0.002,0.0
0.003,240,1200,0.004,0.0,0.0,0.0,0.0
0.004,180,1200,0.004,0.05,0.015,0.0,8.98
0.004,200,1200,0.0035,0.05,0.04,0.0,0.0
0.003,200,1000,0.004,0.05,0.04,0.0,0.0
0.005,240,900,0.004,0.025,0.0,0.0025,0.0
0.003,240,1000,0.004,0.05,0.0,0.0015,0.0
0.005,180,1000,0.004,0.0,0.0,0.0,0.0
0.005,200,1000,0.0035,0.05,0.02,0.0025,0.0
0.003,200,1000,0.004,0.05,0.015,0.003,0.68
0.005,240,1200,0.004,0.05,0.04,0.0025,0.0
0.003,240,900,0.0035,0.025,0.04,0.0,0.0
0.004,200,1200,0.003,0.0,0.02,0.002,19.4
0.005,180,1000,0.003,0.05,0.015,0.0025,0.0
0.004,200,1200,0.003,0.0,0.0,0.004,0.0
0.004,240,1200,0.0035,0.0,0.015,0.0,0.0
0.005,240,1200,0.004,0.0,0.0,0.005,0.0
0.003,180,900,0.0035,0.0,0.015,0.0015,0.0
0.005,200,1200,0.003,0.025,0.04,0.0025,0.0
0.004,180,1200,0.003,0.05,0.0,0.0,0.0
0.004,240,1000,0.0035,0.025,0.015,0.004,7.48
0.004,180,1000,0.0035,0.0,0.02,0.0,22.56
0.004,240,900,0.003,0.0,0.02,0.004,9.54
0.004,180,1200,0.004,0.05,0.025,0.0,8.94
0.004,180,900,0.0035,0.05,0.025,0.004,0.0
0.003,240,1200,0.004,0.0,0.02,0.0,16.12
0.005,180,1200,0.0035,0.05,0.0,0.0,0.0
0.004,180,1000,0.003,0.0,0.04,0.002,0.0
0.005,200,900,0.004,0.05,0.04,0.0,0.0
0.003,180,1000,0.004,0.0,0.02,0.003,0.0
0.005,240,1000,0.004,0.025,0.02,0.005,7.84
0.005,180,900,0.0035,0.025,0.015,0.0,8.68
0.005,200,1000,0.004,0.0,0.025,0.0025,0.0
0.004,180,900,0.0035,0.0,0.0,0.004,0.0
0.004,240,1000,0.004,0.025,0.04,0.002,0.0
0.005,200,900,0.004,0.0,0.025,0.005,0.0
0.004,240,1200,0.003,0.05,0.04,0.002,0.0
0.004,200,1000,0.003,0.05,0.02,0.004,20.88
0.003,200,1200,0.003,0.05,0.0,0.0015,0.0
0.003,200,900,0.0035,0.0,0.025,0.0015,0.0
0.005,180,900,0.0035,0.05,0.02,0.0025,0.0
0.003,200,1000,0.003,0.0,0.025,0.0015,14.14
0.005,200,1000,0.0035,0.025,0.0,0.0,0.0
0.004,240,1200,0.004,0.025,0.025,0.0,5.92
0.003,240,1000,0.003,0.0,0.0,0.0,0.0
0.005,200,900,0.0035,0.0,0.02,0.005,0.0
0.005,180,1000,0.003,0.05,0.0,0.0,0.0
0.005,200,1200,0.003,0.0,0.02,0.005,18.48
0.005,180,1000,0.0035,0.025,0.025,0.005,10.8
0.005,180,1200,0.004,0.05,0.02,0.0,0.0
0.005,240,1000,0.0035,0.0,0.025,0.0,0.0
0.004,240,900,0.0035,0.05,0.015,0.002,0.0
0.004,180,1200,0.003,0.0,0.015,0.004,5.46
0.005,180,1200,0.003,0.025,0.025,0.0,23.6
0.005,180,1000,0.004,0.05,0.0,0.0025,0.0
0.004,240,900,0.0035,0.0,0.04,0.0,0.0
0.004,180,1200,0.0035,0.025,0.04,0.0,0.0
0.005,200,900,0.0035,0.025,0.02,0.0025,13.4
0.005,200,1000,0.003,0.0,0.04,0.0025,0.0
0.004,180,1200,0.003,0.0,0.04,0.004,0.0
0.004,240,1200,0.0035,0.0,0.04,0.002,0.0
0.005,240,900,0.0035,0.05,0.0,0.0025,0.0
0.005,200,900,0.003,0.0,0.02,0.0025,6.42
0.005,200,1200,0.003,0.0,0.0,0.0025,0.0
0.003,240,900,0.004,0.0,0.02,0.003,12.06
0.005,240,1000,0.003,0.0,0.025,0.0025,0.0
0.003,240,1200,0.004,0.0,0.04,0.0015,0.0
0.005,200,1000,0.003,0.025,0.04,0.005,0.0
0.005,200,1200,0.004,0.0,0.025,0.0025,0.0
0.005,180,1000,0.0035,0.05,0.04,0.0,0.0
0.004,180,1200,0.003,0.05,0.02,0.004,22.74
0.003,180,1000,0.004,0.025,0.025,0.0015,11.72
0.003,200,900,0.0035,0.0,0.0,0.003,0.0
0.004,180,1200,0.003,0.05,0.015,0.004,12.58
0.003,240,1200,0.004,0.05,0.025,0.0015,0.0
0.004,200,1000,0.0035,0.025,0.04,0.0,0.0
0.004,200,900,0.004,0.025,0.0,0.0,0.0
0.003,240,1200,0.003,0.05,0.025,0.0015,6.2
0.004,240,1000,0.0035,0.05,0.015,0.002,0.0
0.004,200,1200,0.0035,0.0,0.02,0.0,10.22
0.005,200,1200,0.004,0.025,0.025,0.0025,5.46
0.004,180,1000,0.003,0.025,0.04,0.0,0.0
0.005,200,1000,0.004,0.0,0.025,0.005,0.0
0.003,180,1000,0.0035,0.0,0.015,0.003,0.0
0.003,180,1200,0.0035,0.025,0.04,0.003,11.86
0.005,240,900,0.0035,0.0,0.04,0.005,0.0
0.005,240,1200,0.003,0.0,0.025,0.005,0.0
0.003,200,900,0.0035,0.0,0.04,0.0,0.0
0.005,180,1000,0.004,0.025,0.04,0.0,0.0
0.003,240,1200,0.004,0.05,0.015,0.0015,0.0
0.004,200,1200,0.003,0.05,0.025,0.0,7.18
0.005,180,900,0.003,0.025,0.015,0.005,16.7
0.005,200,1200,0.003,0.05,0.02,0.0025,18.48
0.004,200,1000,0.004,0.0,0.02,0.002,2.46
0.004,180,900,0.004,0.025,0.04,0.002,0.0
0.003,240,1200,0.003,0.025,0.015,0.0,0.0
0.005,240,900,0.004,0.0,0.015,0.005,0.0
0.005,200,1200,0.0035,0.0,0.015,0.005,0.0
0.003,180,900,0.0035,0.0,0.02,0.0,0.0
0.004,180,900,0.0035,0.05,0.04,0.002,0.0
0.003,240,1000,0.0035,0.0,0.015,0.0015,11.96
0.004,180,1200,0.004,0.025,0.04,0.002,0.0
0.004,180,900,0.003,0.025,0.025,0.0,0.0
0.005,240,1200,0.004,0.025,0.025,0.005,0.0
0.003,200,1000,0.003,0.0,0.04,0.0015,0.0
0.003,200,900,0.003,0.0,0.015,0.0015,0.0
0.003,200,1200,0.0035,0.0,0.025,0.003,16.08
0.003,200,1000,0.0035,0.025,0.025,0.003,0.0
0.005,240,1200,0.0035,0.025,0.025,0.0025,8.0
0.005,200,900,0.0035,0.05,0.02,0.0,0.0
0.005,180,1200,0.0035,0.0,0.025,0.0,0.0
0.003,180,900,0.003,0.05,0.015,0.0,0.0
0.004,240,900,0.003,0.0,0.015,0.002,0.0
0.003,180,1000,0.004,0.05,0.0,0.0015,0.0
0.005,200,900,0.004,0.05,0.04,0.0025,0.0
0.003,240,900,0.0035,0.05,0.04,0.0015,0.0
0.004,240,1200,0.004,0.05,0.0,0.0,0.0
0.005,200,900,0.003,0.0,0.04,0.0025,0.0
0.003,240,1000,0.003,0.05,0.015,0.003,0.0
0.004,180,1200,0.004,0.05,0.04,0.004,0.0
0.003,200,900,0.0035,0.0,0.02,0.0,3.52
0.004,200,1200,0.0035,0.025,0.02,0.0,18.48
0.003,180,1200,0.003,0.05,0.0,0.0015,0.0
0.003,180,1000,0.004,0.025,0.04,0.0015,4.12
0.003,200,1000,0.0035,0.0,0.04,0.0015,0.0
0.005,180,900,0.0035,0.0,0.02,0.0,0.38
0.005,240,1200,0.0035,0.05,0.04,0.0025,0.0
0.005,180,900,0.003,0.025,0.015,0.0025,16.98
0.004,180,1200,0.004,0.025,0.02,0.002,0.0
0.003,200,1000,0.0035,0.025,0.0,0.0015,5.94
0.003,180,1200,0.004,0.0,0.015,0.0,0.0
0.004,180,1000,0.0035,0.025,0.015,0.002,0.0
0.004,180,1200,0.003,0.0,0.0,0.0,0.0
0.003,240,1000,0.004,0.05,0.0,0.003,0.0
0.004,180,900,0.004,0.0,0.04,0.002,0.0
0.005,180,1000,0.0035,0.025,0.02,0.0025,18.4
0.003,180,900,0.003,0.0,0.04,0.0015,0.0
0.004,200,900,0.003,0.025,0.02,0.002,12.46
0.005,240,1000,0.004,0.025,0.02,0.0,8.3
0.004,200,1200,0.003,0.0,0.02,0.0,19.54
0.005,180,900,0.003,0.0,0.015,0.0025,0.0
0.005,180,1200,0.0035,0.0,0.025,0.005,0.0
0.005,180,900,0.004,0.025,0.02,0.005,10.3
0.003,200,1000,0.004,0.05,0.04,0.0015,0.0
0.005,200,1000,0.004,0.025,0.0,0.0,0.0
0.005,240,900,0.004,0.05,0.0,0.0,0.0
0.005,200,1200,0.003,0.0,0.0,0.005,0.0
0.004,240,1000,0.004,0.025,0.025,0.004,0.0
0.005,180,900,0.0035,0.0,0.015,0.0,0.0
0.005,200,1000,0.003,0.0,0.015,0.0,0.0
0.003,180,1200,0.0035,0.0,0.0,0.0,0.0
0.003,240,1000,0.003,0.05,0.04,0.0,0.0
0.004,200,900,0.0035,0.025,0.0,0.002,0.0
0.005,240,1200,0.004,0.0,0.04,0.005,0.0
0.003,200,1000,0.004,0.025,0.0,0.0,1.54
0.005,180,1200,0.004,0.025,0.015,0.005,9.42
0.005,240,1200,0.004,0.0,0.02,0.0025,0.0
0.004,240,1200,0.003,0.025,0.0,0.004,0.0
0.004,200,900,0.0035,0.0,0.04,0.0,0.0
0.004,240,1200,0.004,0.05,0.04,0.002,0.0
0.005,180,900,0.003,0.025,0.04,0.0,0.0
0.005,180,1000,0.0035,0.0,0.04,0.005,0.0
0.003,180,1200,0.003,0.0,0.015,0.0015,0.0
0.005,200,900,0.004,0.0,0.015,0.005,0.0
0.005,240,1200,0.004,0.025,0.0,0.0025,0.0
0.004,180,1000,0.004,0.0,0.025,0.0,17.3
0.004,240,1000,0.004,0.0,0.0,0.004,0.0
0.004,240,900,0.003,0.025,0.025,0.002,11.66
0.005,240,1200,0.003,0.0,0.0,0.0,0.0
0.005,240,1200,0.003,0.05,0.04,0.0,0.0
0.005,240,1000,0.004,0.0,0.025,0.005,0.0
0.005,200,1200,0.003,0.025,0.04,0.0,0.0
0.004,240,1000,0.004,0.05,0.0,0.002,0.0
0.005,180,1000,0.004,0.025,0.015,0.0025,3.74
0.004,200,1200,0.003,0.05,0.015,0.0,7.56
0.004,200,900,0.0035,0.05,0.0,0.002,0.0
0.004,240,1000,0.004,0.0,0.02,0.0,0.92
0.004,200,900,0.0035,0.05,0.0,0.0,0.0
0.003,180,1200,0.0035,0.025,0.02,0.0015,12.14
0.005,240,900,0.0035,0.05,0.0,0.0,0.0
0.004,180,1000,0.003,0.0,0.025,0.002,3.2
0.004,180,900,0.004,0.025,0.025,0.002,0.0
0.005,180,900,0.004,0.0,0.025,0.0025,0.0
0.004,240,900,0.0035,0.0,0.025,0.004,0.0
0.003,240,1000,0.003,0.0,0.02,0.003,7.9
0.004,240,900,0.003,0.05,0.04,0.0,0.0
0.005,180,1200,0.003,0.025,0.04,0.0,0.0
0.003,200,900,0.003,0.0,0.04,0.0,0.0
0.005,200,900,0.0035,0.0,0.025,0.005,0.0
0.003,200,1200,0.0035,0.0,0.015,0.0015,16.48
0.005,240,900,0.0035,0.0,0.025,0.0,0.0
0.003,180,900,0.004,0.025,0.04,0.003,9.9
0.003,180,1000,0.003,0.05,0.025,0.0,0.0
0.003,180,900,0.003,0.025,0.0,0.003,0.0
0.004,180,1200,0.004,0.0,0.02,0.0,19.9
0.005,180,1000,0.0035,0.05,0.0,0.0,0.0
0.003,200,900,0.0035,0.0,0.025,0.003,0.0
0.004,180,900,0.003,0.05,0.025,0.0,0.0
0.003,200,1000,0.0035,0.0,0.025,0.003,0.0
0.003,180,1000,0.0035,0.025,0.015,0.0015,0.0
0.003,200,1200,0.004,0.05,0.025,0.0015,0.0
0.005,240,900,0.0035,0.025,0.04,0.005,0.0
0.005,180,1000,0.003,0.025,0.02,0.0025,25.76
0.004,200,1200,0.0035,0.025,0.025,0.004,11.74
0.003,200,1000,0.003,0.05,0.02,0.0,0.0
0.004,240,1200,0.004,0.0,0.015,0.0,0.0
0.003,180,1000,0.0035,0.05,0.015,0.0,0.0
